연도,지출코드,지출목적,소비자물가지수,소득계층,가구형태,가계지출
2016,2,주류 및 담배,97.338,100~200만원 미만,근로자외가구,18496.0
2016,2,주류 및 담배,97.338,200~300만원 미만,근로자외가구,25977.0
2016,2,주류 및 담배,97.338,300~400만원 미만,근로자외가구,36689.0
2016,2,주류 및 담배,97.338,400~500만원 미만,근로자외가구,38416.0
2016,2,주류 및 담배,97.338,500~600만원 미만,근로자외가구,36320.0
2016,2,주류 및 담배,97.338,600만원이상 ~ 700미만,근로자외가구,49508.0
2017,2,주류 및 담배,98.805,전체,전체가구,34813.0
2017,2,주류 및 담배,98.805,100만원 미만,전체가구,18363.0
2017,2,주류 및 담배,98.805,100~200만원 미만,전체가구,30168.0
2017,2,주류 및 담배,98.805,200~300만원 미만,전체가구,40191.0
2017,2,주류 및 담배,98.805,300~400만원 미만,전체가구,41495.0
2017,2,주류 및 담배,98.805,400~500만원 미만,전체가구,42636.0
2017,2,주류 및 담배,98.805,500~600만원 미만,전체가구,36416.0
2017,2,주류 및 담배,98.805,600만원이상 ~ 700미만,전체가구,39744.0
2017,2,주류 및 담배,98.805,전체,근로자가구,39292.0
2017,2,주류 및 담배,98.805,100만원 미만,근로자가구,25658.0
2017,2,주류 및 담배,98.805,100~200만원 미만,근로자가구,35158.0
2017,2,주류 및 담배,98.805,200~300만원 미만,근로자가구,41249.0
2017,2,주류 및 담배,98.805,300~400만원 미만,근로자가구,45601.0
2017,2,주류 및 담배,98.805,400~500만원 미만,근로자가구,44350.0
2017,2,주류 및 담배,98.805,500~600만원 미만,근로자가구,35749.0
2017,2,주류 및 담배,98.805,600만원이상 ~ 700미만,근로자가구,38335.5
2017,2,주류 및 담배,98.805,전체,근로자외가구,29491.0
2017,2,주류 및 담배,98.805,100만원 미만,근로자외가구,16749.0
2017,2,주류 및 담배,98.805,100~200만원 미만,근로자외가구,25554.0
2017,2,주류 및 담배,98.805,200~300만원 미만,근로자외가구,38584.0
2017,2,주류 및 담배,98.805,300~400만원 미만,근로자외가구,33620.0
2017,2,주류 및 담배,98.805,400~500만원 미만,근로자외가구,39237.0
2017,2,주류 및 담배,98.805,500~600만원 미만,근로자외가구,37773.0
2017,2,주류 및 담배,98.805,600만원이상 ~ 700미만,근로자외가구,42719.5
2018,2,주류 및 담배,99.063,전체,전체가구,35028.0
2018,2,주류 및 담배,99.063,100만원 미만,전체가구,18410.0
2018,2,주류 및 담배,99.063,100~200만원 미만,전체가구,29531.0
2018,2,주류 및 담배,99.063,200~300만원 미만,전체가구,37601.0
2018,2,주류 및 담배,99.063,300~400만원 미만,전체가구,42438.0
2018,2,주류 및 담배,99.063,400~500만원 미만,전체가구,42182.0
2018,2,주류 및 담배,99.063,500~600만원 미만,전체가구,42340.0
2018,2,주류 및 담배,99.063,600만원이상 ~ 700미만,전체가구,39574.0
2018,2,주류 및 담배,99.063,전체,근로자가구,38190.0
2018,2,주류 및 담배,99.063,100만원 미만,근로자가구,20083.0
2018,2,주류 및 담배,99.063,100~200만원 미만,근로자가구,32004.0
2018,2,주류 및 담배,99.063,200~300만원 미만,근로자가구,40657.0
2018,2,주류 및 담배,99.063,300~400만원 미만,근로자가구,43146.0
2018,2,주류 및 담배,99.063,400~500만원 미만,근로자가구,44051.0
2018,2,주류 및 담배,99.063,500~600만원 미만,근로자가구,41534.0
2018,2,주류 및 담배,99.063,600만원이상 ~ 700미만,근로자가구,37344.5
2018,2,주류 및 담배,99.063,전체,근로자외가구,30978.0
2018,2,주류 및 담배,99.063,100만원 미만,근로자외가구,17871.0
2018,2,주류 및 담배,99.063,100~200만원 미만,근로자외가구,27247.0
2018,2,주류 및 담배,99.063,200~300만원 미만,근로자외가구,32779.0
2018,2,주류 및 담배,99.063,300~400만원 미만,근로자외가구,41235.0
2018,2,주류 및 담배,99.063,400~500만원 미만,근로자외가구,38538.0
2018,2,주류 및 담배,99.063,500~600만원 미만,근로자외가구,44006.0
2018,2,주류 및 담배,99.063,600만원이상 ~ 700미만,근로자외가구,44339.5
2019,2,주류 및 담배,99.682,전체,전체가구,35802.0
2019,2,주류 및 담배,99.682,100만원 미만,전체가구,20631.0
2019,2,주류 및 담배,99.682,100~200만원 미만,전체가구,26561.0
2019,2,주류 및 담배,99.682,200~300만원 미만,전체가구,33576.0
2019,2,주류 및 담배,99.682,300~400만원 미만,전체가구,43854.0
2019,2,주류 및 담배,99.682,400~500만원 미만,전체가구,39800.0
2019,2,주류 및 담배,99.682,500~600만원 미만,전체가구,42392.0
2019,2,주류 및 담배,99.682,600만원이상 ~ 700미만,전체가구,39310.0
2019,2,주류 및 담배,99.682,전체,근로자가구,38355.0
2019,2,주류 및 담배,99.682,100만원 미만,근로자가구,13452.0
2019,2,주류 및 담배,99.682,100~200만원 미만,근로자가구,31597.0
2019,2,주류 및 담배,99.682,200~300만원 미만,근로자가구,36483.0
2019,2,주류 및 담배,99.682,300~400만원 미만,근로자가구,43903.0
2019,2,주류 및 담배,99.682,400~500만원 미만,근로자가구,40379.0
2019,2,주류 및 담배,99.682,500~600만원 미만,근로자가구,42205.0
2019,2,주류 및 담배,99.682,600만원이상 ~ 700미만,근로자가구,38115.5
2019,2,주류 및 담배,99.682,전체,근로자외가구,32079.0
2019,2,주류 및 담배,99.682,100만원 미만,근로자외가구,22020.0
2019,2,주류 및 담배,99.682,100~200만원 미만,근로자외가구,22617.0
2019,2,주류 및 담배,99.682,200~300만원 미만,근로자외가구,29573.0
2019,2,주류 및 담배,99.682,300~400만원 미만,근로자외가구,43753.0
2019,2,주류 및 담배,99.682,400~500만원 미만,근로자외가구,38592.0
2019,2,주류 및 담배,99.682,500~600만원 미만,근로자외가구,42819.0
2019,2,주류 및 담배,99.682,600만원이상 ~ 700미만,근로자외가구,42895.0
2020,2,주류 및 담배,100.0,전체,전체가구,37531.0
2020,2,주류 및 담배,100.0,100만원 미만,전체가구,21698.0
2020,2,주류 및 담배,100.0,100~200만원 미만,전체가구,27643.0
2020,2,주류 및 담배,100.0,200~300만원 미만,전체가구,36225.0
2020,2,주류 및 담배,100.0,300~400만원 미만,전체가구,39684.0
2020,2,주류 및 담배,100.0,400~500만원 미만,전체가구,43264.0
2020,2,주류 및 담배,100.0,500~600만원 미만,전체가구,42287.0
2020,2,주류 및 담배,100.0,600만원이상 ~ 700미만,전체가구,44753.0
2020,2,주류 및 담배,100.0,전체,근로자가구,41046.0
2020,2,주류 및 담배,100.0,100만원 미만,근로자가구,17731.0
2020,2,주류 및 담배,100.0,100~200만원 미만,근로자가구,31037.0
2020,2,주류 및 담배,100.0,200~300만원 미만,근로자가구,38539.0
2020,2,주류 및 담배,100.0,300~400만원 미만,근로자가구,41462.0
2020,2,주류 및 담배,100.0,400~500만원 미만,근로자가구,46442.0
2020,2,주류 및 담배,100.0,500~600만원 미만,근로자가구,44583.0
2020,2,주류 및 담배,100.0,600만원이상 ~ 700미만,근로자가구,43579.5
2020,2,주류 및 담배,100.0,전체,근로자외가구,32682.0
2020,2,주류 및 담배,100.0,100만원 미만,근로자외가구,22329.0
2020,2,주류 및 담배,100.0,100~200만원 미만,근로자외가구,25616.0
2020,2,주류 및 담배,100.0,200~300만원 미만,근로자외가구,32641.0
2020,2,주류 및 담배,100.0,300~400만원 미만,근로자외가구,36618.0
2020,2,주류 및 담배,100.0,400~500만원 미만,근로자외가구,36976.0
2020,2,주류 및 담배,100.0,500~600만원 미만,근로자외가구,36615.0
2020,2,주류 및 담배,100.0,600만원이상 ~ 700미만,근로자외가구,47974.0
2021,2,주류 및 담배,100.43,전체,전체가구,39040.0
2021,2,주류 및 담배,100.43,100만원 미만,전체가구,23153.0
2021,2,주류 및 담배,100.43,100~200만원 미만,전체가구,26475.0
2021,2,주류 및 담배,100.43,200~300만원 미만,전체가구,36666.0
2021,2,주류 및 담배,100.43,300~400만원 미만,전체가구,37635.0
2021,2,주류 및 담배,100.43,400~500만원 미만,전체가구,43837.0
2021,2,주류 및 담배,100.43,500~600만원 미만,전체가구,46977.0
2021,2,주류 및 담배,100.43,600만원이상 ~ 700미만,전체가구,47960.0
2021,2,주류 및 담배,100.43,전체,근로자가구,42762.0
2021,2,주류 및 담배,100.43,100만원 미만,근로자가구,20690.0
2021,2,주류 및 담배,100.43,100~200만원 미만,근로자가구,29875.0
2021,2,주류 및 담배,100.43,200~300만원 미만,근로자가구,37369.0
2021,2,주류 및 담배,100.43,300~400만원 미만,근로자가구,39846.0
2021,2,주류 및 담배,100.43,400~500만원 미만,근로자가구,47142.0
2021,2,주류 및 담배,100.43,500~600만원 미만,근로자가구,48692.0
2021,2,주류 및 담배,100.43,600만원이상 ~ 700미만,근로자가구,47398.0
2021,2,주류 및 담배,100.43,전체,근로자외가구,33693.0
2021,2,주류 및 담배,100.43,100만원 미만,근로자외가구,23569.0
2021,2,주류 및 담배,100.43,100~200만원 미만,근로자외가구,24452.0
2021,2,주류 및 담배,100.43,200~300만원 미만,근로자외가구,35658.0
2021,2,주류 및 담배,100.43,300~400만원 미만,근로자외가구,33324.0
2021,2,주류 및 담배,100.43,400~500만원 미만,근로자외가구,37354.0
2021,2,주류 및 담배,100.43,500~600만원 미만,근로자외가구,43166.0
2021,2,주류 및 담배,100.43,600만원이상 ~ 700미만,근로자외가구,49544.0
2012,3,의류 및 신발,87.862,전체,전체가구,145241.0
2012,3,의류 및 신발,87.862,100만원 미만,전체가구,31432.0
2012,3,의류 및 신발,87.862,100~200만원 미만,전체가구,66014.0
2012,3,의류 및 신발,87.862,200~300만원 미만,전체가구,109654.0
2012,3,의류 및 신발,87.862,300~400만원 미만,전체가구,147297.0
2012,3,의류 및 신발,87.862,400~500만원 미만,전체가구,185592.0
2012,3,의류 및 신발,87.862,500~600만원 미만,전체가구,230210.0
2012,3,의류 및 신발,87.862,600만원이상 ~ 700미만,전체가구,296056.0
2012,3,의류 및 신발,87.862,전체,근로자가구,165436.0
2012,3,의류 및 신발,87.862,100만원 미만,근로자가구,35341.0
2012,3,의류 및 신발,87.862,100~200만원 미만,근로자가구,71192.0
2012,3,의류 및 신발,87.862,200~300만원 미만,근로자가구,111490.0
2012,3,의류 및 신발,87.862,300~400만원 미만,근로자가구,147743.0
2012,3,의류 및 신발,87.862,400~500만원 미만,근로자가구,183329.0
2012,3,의류 및 신발,87.862,500~600만원 미만,근로자가구,229159.0
2012,3,의류 및 신발,87.862,600만원이상 ~ 700미만,근로자가구,297382.0
2012,3,의류 및 신발,87.862,전체,근로자외가구,116742.0
2012,3,의류 및 신발,87.862,100만원 미만,근로자외가구,30439.0
2012,3,의류 및 신발,87.862,100~200만원 미만,근로자외가구,60377.0
2012,3,의류 및 신발,87.862,200~300만원 미만,근로자외가구,106519.0
2012,3,의류 및 신발,87.862,300~400만원 미만,근로자외가구,146492.0
2012,3,의류 및 신발,87.862,400~500만원 미만,근로자외가구,190082.0
2012,3,의류 및 신발,87.862,500~600만원 미만,근로자외가구,233208.0
2012,3,의류 및 신발,87.862,600만원이상 ~ 700미만,근로자외가구,292443.0
2013,3,의류 및 신발,90.431,전체,전체가구,146240.0
2013,3,의류 및 신발,90.431,100만원 미만,전체가구,28070.0
2013,3,의류 및 신발,90.431,100~200만원 미만,전체가구,60063.0
2013,3,의류 및 신발,90.431,200~300만원 미만,전체가구,106147.0
2013,3,의류 및 신발,90.431,300~400만원 미만,전체가구,147483.0
2013,3,의류 및 신발,90.431,400~500만원 미만,전체가구,192344.0
2013,3,의류 및 신발,90.431,500~600만원 미만,전체가구,220131.0
2013,3,의류 및 신발,90.431,600만원이상 ~ 700미만,전체가구,296658.0
2013,3,의류 및 신발,90.431,전체,근로자가구,168686.0
2013,3,의류 및 신발,90.431,100만원 미만,근로자가구,30753.0
2013,3,의류 및 신발,90.431,100~200만원 미만,근로자가구,63526.0
2013,3,의류 및 신발,90.431,200~300만원 미만,근로자가구,106101.0
2013,3,의류 및 신발,90.431,300~400만원 미만,근로자가구,147896.0
2013,3,의류 및 신발,90.431,400~500만원 미만,근로자가구,190390.0
2013,3,의류 및 신발,90.431,500~600만원 미만,근로자가구,220732.0
2013,3,의류 및 신발,90.431,600만원이상 ~ 700미만,근로자가구,298863.0
2013,3,의류 및 신발,90.431,전체,근로자외가구,114530.0
2013,3,의류 및 신발,90.431,100만원 미만,근로자외가구,27468.0
2013,3,의류 및 신발,90.431,100~200만원 미만,근로자외가구,56611.0
2013,3,의류 및 신발,90.431,200~300만원 미만,근로자외가구,106225.0
2013,3,의류 및 신발,90.431,300~400만원 미만,근로자외가구,146762.0
2013,3,의류 및 신발,90.431,400~500만원 미만,근로자외가구,196438.0
2013,3,의류 및 신발,90.431,500~600만원 미만,근로자외가구,218422.0
2013,3,의류 및 신발,90.431,600만원이상 ~ 700미만,근로자외가구,289867.0
2014,3,의류 및 신발,94.06,전체,전체가구,144702.0
2014,3,의류 및 신발,94.06,100만원 미만,전체가구,28546.0
2014,3,의류 및 신발,94.06,100~200만원 미만,전체가구,60917.0
2014,3,의류 및 신발,94.06,200~300만원 미만,전체가구,107695.0
2014,3,의류 및 신발,94.06,300~400만원 미만,전체가구,144461.0
2014,3,의류 및 신발,94.06,400~500만원 미만,전체가구,183828.0
2014,3,의류 및 신발,94.06,500~600만원 미만,전체가구,214119.0
2014,3,의류 및 신발,94.06,600만원이상 ~ 700미만,전체가구,287041.0
2014,3,의류 및 신발,94.06,전체,근로자가구,166327.0
2014,3,의류 및 신발,94.06,100만원 미만,근로자가구,24076.0
2014,3,의류 및 신발,94.06,100~200만원 미만,근로자가구,65835.0
2014,3,의류 및 신발,94.06,200~300만원 미만,근로자가구,109955.0
2014,3,의류 및 신발,94.06,300~400만원 미만,근로자가구,144834.0
2014,3,의류 및 신발,94.06,400~500만원 미만,근로자가구,184201.0
2014,3,의류 및 신발,94.06,500~600만원 미만,근로자가구,211571.0
2014,3,의류 및 신발,94.06,600만원이상 ~ 700미만,근로자가구,284393.0
2014,3,의류 및 신발,94.06,전체,근로자외가구,114082.0
2014,3,의류 및 신발,94.06,100만원 미만,근로자외가구,29571.0
2014,3,의류 및 신발,94.06,100~200만원 미만,근로자외가구,56221.0
2014,3,의류 및 신발,94.06,200~300만원 미만,근로자외가구,103845.0
2014,3,의류 및 신발,94.06,300~400만원 미만,근로자외가구,143820.0
2014,3,의류 및 신발,94.06,400~500만원 미만,근로자외가구,183007.0
2014,3,의류 및 신발,94.06,500~600만원 미만,근로자외가구,221143.0
2014,3,의류 및 신발,94.06,600만원이상 ~ 700미만,근로자외가구,295218.0
2015,3,의류 및 신발,95.317,전체,전체가구,137047.0
2015,3,의류 및 신발,95.317,100만원 미만,전체가구,23154.0
2015,3,의류 및 신발,95.317,100~200만원 미만,전체가구,57844.0
2015,3,의류 및 신발,95.317,200~300만원 미만,전체가구,98627.0
2015,3,의류 및 신발,95.317,300~400만원 미만,전체가구,137385.0
2015,3,의류 및 신발,95.317,400~500만원 미만,전체가구,176267.0
2015,3,의류 및 신발,95.317,500~600만원 미만,전체가구,201565.0
2015,3,의류 및 신발,95.317,600만원이상 ~ 700미만,전체가구,272071.0
2015,3,의류 및 신발,95.317,전체,근로자가구,158110.0
2015,3,의류 및 신발,95.317,100만원 미만,근로자가구,27578.0
2015,3,의류 및 신발,95.317,100~200만원 미만,근로자가구,61910.0
2015,3,의류 및 신발,95.317,200~300만원 미만,근로자가구,101681.0
2015,3,의류 및 신발,95.317,300~400만원 미만,근로자가구,135803.0
2015,3,의류 및 신발,95.317,400~500만원 미만,근로자가구,171504.0
2015,3,의류 및 신발,95.317,500~600만원 미만,근로자가구,204671.0
2015,3,의류 및 신발,95.317,600만원이상 ~ 700미만,근로자가구,274858.0
2015,3,의류 및 신발,95.317,전체,근로자외가구,107081.0
2015,3,의류 및 신발,95.317,100만원 미만,근로자외가구,22042.0
2015,3,의류 및 신발,95.317,100~200만원 미만,근로자외가구,54072.0
2015,3,의류 및 신발,95.317,200~300만원 미만,근로자외가구,93940.0
2015,3,의류 및 신발,95.317,300~400만원 미만,근로자외가구,140333.0
2015,3,의류 및 신발,95.317,400~500만원 미만,근로자외가구,186573.0
2015,3,의류 및 신발,95.317,500~600만원 미만,근로자외가구,193584.0
2015,3,의류 및 신발,95.317,600만원이상 ~ 700미만,근로자외가구,263519.0
2016,3,의류 및 신발,97.029,전체,전체가구,133649.0
2016,3,의류 및 신발,97.029,100만원 미만,전체가구,26134.0
2016,3,의류 및 신발,97.029,100~200만원 미만,전체가구,56092.0
2016,3,의류 및 신발,97.029,200~300만원 미만,전체가구,96520.0
2016,3,의류 및 신발,97.029,300~400만원 미만,전체가구,137276.0
2016,3,의류 및 신발,97.029,400~500만원 미만,전체가구,171015.0
2016,3,의류 및 신발,97.029,500~600만원 미만,전체가구,197853.0
2016,3,의류 및 신발,97.029,600만원이상 ~ 700미만,전체가구,263019.0
2016,3,의류 및 신발,97.029,전체,근로자가구,155629.0
2016,3,의류 및 신발,97.029,100만원 미만,근로자가구,28063.0
2016,3,의류 및 신발,97.029,100~200만원 미만,근로자가구,60253.0
2016,3,의류 및 신발,97.029,200~300만원 미만,근로자가구,95423.0
2016,3,의류 및 신발,97.029,300~400만원 미만,근로자가구,138606.0
2016,3,의류 및 신발,97.029,400~500만원 미만,근로자가구,165391.0
2016,3,의류 및 신발,97.029,500~600만원 미만,근로자가구,195852.0
2016,3,의류 및 신발,97.029,600만원이상 ~ 700미만,근로자가구,265604.0
2016,3,의류 및 신발,97.029,전체,근로자외가구,103763.0
2016,3,의류 및 신발,97.029,100만원 미만,근로자외가구,25718.0
2016,3,의류 및 신발,97.029,100~200만원 미만,근로자외가구,52249.0
2016,3,의류 및 신발,97.029,200~300만원 미만,근로자외가구,98052.0
2016,3,의류 및 신발,97.029,300~400만원 미만,근로자외가구,134679.0
2016,3,의류 및 신발,97.029,400~500만원 미만,근로자외가구,182609.0
2016,3,의류 및 신발,97.029,500~600만원 미만,근로자외가구,202184.0
2016,3,의류 및 신발,97.029,600만원이상 ~ 700미만,근로자외가구,253975.0
2017,3,의류 및 신발,98.082,전체,전체가구,159018.0
2017,3,의류 및 신발,98.082,100만원 미만,전체가구,51643.0
2017,3,의류 및 신발,98.082,100~200만원 미만,전체가구,87316.0
2017,3,의류 및 신발,98.082,200~300만원 미만,전체가구,121062.0
2017,3,의류 및 신발,98.082,300~400만원 미만,전체가구,154612.0
2017,3,의류 및 신발,98.082,400~500만원 미만,전체가구,187616.0
2017,3,의류 및 신발,98.082,500~600만원 미만,전체가구,205934.0
2017,3,의류 및 신발,98.082,600만원이상 ~ 700미만,전체가구,302926.5
2017,3,의류 및 신발,98.082,전체,근로자가구,182545.0
2017,3,의류 및 신발,98.082,100만원 미만,근로자가구,73809.0
2017,3,의류 및 신발,98.082,100~200만원 미만,근로자가구,96035.0
2017,3,의류 및 신발,98.082,200~300만원 미만,근로자가구,117233.0
2017,3,의류 및 신발,98.082,300~400만원 미만,근로자가구,148644.0
2017,3,의류 및 신발,98.082,400~500만원 미만,근로자가구,187949.0
2017,3,의류 및 신발,98.082,500~600만원 미만,근로자가구,207911.0
2017,3,의류 및 신발,98.082,600만원이상 ~ 700미만,근로자가구,302060.5
2017,3,의류 및 신발,98.082,전체,근로자외가구,131066.0
2017,3,의류 및 신발,98.082,100만원 미만,근로자외가구,46737.0
2017,3,의류 및 신발,98.082,100~200만원 미만,근로자외가구,79254.0
2017,3,의류 및 신발,98.082,200~300만원 미만,근로자외가구,126877.0
2017,3,의류 및 신발,98.082,300~400만원 미만,근로자외가구,166060.0
2017,3,의류 및 신발,98.082,400~500만원 미만,근로자외가구,186955.0
2017,3,의류 및 신발,98.082,500~600만원 미만,근로자외가구,201916.0
2017,3,의류 및 신발,98.082,600만원이상 ~ 700미만,근로자외가구,304618.0
2018,3,의류 및 신발,99.169,전체,전체가구,152206.0
2018,3,의류 및 신발,99.169,100만원 미만,전체가구,51214.0
2018,3,의류 및 신발,99.169,100~200만원 미만,전체가구,78308.0
2018,3,의류 및 신발,99.169,200~300만원 미만,전체가구,111373.0
2018,3,의류 및 신발,99.169,300~400만원 미만,전체가구,144751.0
2018,3,의류 및 신발,99.169,400~500만원 미만,전체가구,175309.0
2018,3,의류 및 신발,99.169,500~600만원 미만,전체가구,220225.0
2018,3,의류 및 신발,99.169,600만원이상 ~ 700미만,전체가구,276676.5
2018,3,의류 및 신발,99.169,전체,근로자가구,174856.0
2018,3,의류 및 신발,99.169,100만원 미만,근로자가구,79558.0
2018,3,의류 및 신발,99.169,100~200만원 미만,근로자가구,88928.0
2018,3,의류 및 신발,99.169,200~300만원 미만,근로자가구,112865.0
2018,3,의류 및 신발,99.169,300~400만원 미만,근로자가구,148596.0
2018,3,의류 및 신발,99.169,400~500만원 미만,근로자가구,176212.0
2018,3,의류 및 신발,99.169,500~600만원 미만,근로자가구,221039.0
2018,3,의류 및 신발,99.169,600만원이상 ~ 700미만,근로자가구,279001.5
2018,3,의류 및 신발,99.169,전체,근로자외가구,123195.0
2018,3,의류 및 신발,99.169,100만원 미만,근로자외가구,42094.0
2018,3,의류 및 신발,99.169,100~200만원 미만,근로자외가구,68502.0
2018,3,의류 및 신발,99.169,200~300만원 미만,근로자외가구,109020.0
2018,3,의류 및 신발,99.169,300~400만원 미만,근로자외가구,138215.0
2018,3,의류 및 신발,99.169,400~500만원 미만,근로자외가구,173549.0
2018,3,의류 및 신발,99.169,500~600만원 미만,근로자외가구,218545.0
2018,3,의류 및 신발,99.169,600만원이상 ~ 700미만,근로자외가구,271862.0
2019,3,의류 및 신발,99.27,전체,전체가구,138180.0
2019,3,의류 및 신발,99.27,100만원 미만,전체가구,33887.0
2019,3,의류 및 신발,99.27,100~200만원 미만,전체가구,53424.0
2019,3,의류 및 신발,99.27,200~300만원 미만,전체가구,85590.0
2019,3,의류 및 신발,99.27,300~400만원 미만,전체가구,127958.0
2019,3,의류 및 신발,99.27,400~500만원 미만,전체가구,149080.0
2019,3,의류 및 신발,99.27,500~600만원 미만,전체가구,175021.0
2019,3,의류 및 신발,99.27,600만원이상 ~ 700미만,전체가구,244418.5
2019,3,의류 및 신발,99.27,전체,근로자가구,160716.0
2019,3,의류 및 신발,99.27,100만원 미만,근로자가구,28534.0
2019,3,의류 및 신발,99.27,100~200만원 미만,근로자가구,60037.0
2019,3,의류 및 신발,99.27,200~300만원 미만,근로자가구,84972.0
2019,3,의류 및 신발,99.27,300~400만원 미만,근로자가구,131280.0
2019,3,의류 및 신발,99.27,400~500만원 미만,근로자가구,151789.0
2019,3,의류 및 신발,99.27,500~600만원 미만,근로자가구,175745.0
2019,3,의류 및 신발,99.27,600만원이상 ~ 700미만,근로자가구,251445.0
2019,3,의류 및 신발,99.27,전체,근로자외가구,105323.0
2019,3,의류 및 신발,99.27,100만원 미만,근로자외가구,34922.0
2019,3,의류 및 신발,99.27,100~200만원 미만,근로자외가구,48247.0
2019,3,의류 및 신발,99.27,200~300만원 미만,근로자외가구,86442.0
2019,3,의류 및 신발,99.27,300~400만원 미만,근로자외가구,121131.0
2019,3,의류 및 신발,99.27,400~500만원 미만,근로자외가구,143426.0
2019,3,의류 및 신발,99.27,500~600만원 미만,근로자외가구,173366.0
2019,3,의류 및 신발,99.27,600만원이상 ~ 700미만,근로자외가구,223941.0
2020,3,의류 및 신발,100.0,전체,전체가구,118085.0
2020,3,의류 및 신발,100.0,100만원 미만,전체가구,30576.0
2020,3,의류 및 신발,100.0,100~200만원 미만,전체가구,44084.0
2020,3,의류 및 신발,100.0,200~300만원 미만,전체가구,70996.0
2020,3,의류 및 신발,100.0,300~400만원 미만,전체가구,100546.0
2020,3,의류 및 신발,100.0,400~500만원 미만,전체가구,123226.0
2020,3,의류 및 신발,100.0,500~600만원 미만,전체가구,156044.0
2020,3,의류 및 신발,100.0,600만원이상 ~ 700미만,전체가구,211484.5
2020,3,의류 및 신발,100.0,전체,근로자가구,138643.0
2020,3,의류 및 신발,100.0,100만원 미만,근로자가구,32852.0
2020,3,의류 및 신발,100.0,100~200만원 미만,근로자가구,48935.0
2020,3,의류 및 신발,100.0,200~300만원 미만,근로자가구,75708.0
2020,3,의류 및 신발,100.0,300~400만원 미만,근로자가구,104655.0
2020,3,의류 및 신발,100.0,400~500만원 미만,근로자가구,123957.0
2020,3,의류 및 신발,100.0,500~600만원 미만,근로자가구,156355.0
2020,3,의류 및 신발,100.0,600만원이상 ~ 700미만,근로자가구,214901.0
2020,3,의류 및 신발,100.0,전체,근로자외가구,89729.0
2020,3,의류 및 신발,100.0,100만원 미만,근로자외가구,30214.0
2020,3,의류 및 신발,100.0,100~200만원 미만,근로자외가구,41187.0
2020,3,의류 및 신발,100.0,200~300만원 미만,근로자외가구,63698.0
2020,3,의류 및 신발,100.0,300~400만원 미만,근로자외가구,93457.0
2020,3,의류 및 신발,100.0,400~500만원 미만,근로자외가구,121777.0
2020,3,의류 및 신발,100.0,500~600만원 미만,근로자외가구,155276.0
2020,3,의류 및 신발,100.0,600만원이상 ~ 700미만,근로자외가구,201942.0
2021,3,의류 및 신발,100.56,전체,전체가구,125742.0
2021,3,의류 및 신발,100.56,100만원 미만,전체가구,34329.0
2021,3,의류 및 신발,100.56,100~200만원 미만,전체가구,47776.0
2021,3,의류 및 신발,100.56,200~300만원 미만,전체가구,73062.0
2021,3,의류 및 신발,100.56,300~400만원 미만,전체가구,101952.0
2021,3,의류 및 신발,100.56,400~500만원 미만,전체가구,125697.0
2021,3,의류 및 신발,100.56,500~600만원 미만,전체가구,152891.0
2021,3,의류 및 신발,100.56,600만원이상 ~ 700미만,전체가구,222310.0
2021,3,의류 및 신발,100.56,전체,근로자가구,145578.0
2021,3,의류 및 신발,100.56,100만원 미만,근로자가구,37169.0
2021,3,의류 및 신발,100.56,100~200만원 미만,근로자가구,54733.0
2021,3,의류 및 신발,100.56,200~300만원 미만,근로자가구,77064.0
2021,3,의류 및 신발,100.56,300~400만원 미만,근로자가구,101441.0
2021,3,의류 및 신발,100.56,400~500만원 미만,근로자가구,126782.0
2021,3,의류 및 신발,100.56,500~600만원 미만,근로자가구,150583.0
2021,3,의류 및 신발,100.56,600만원이상 ~ 700미만,근로자가구,227758.5
2021,3,의류 및 신발,100.56,전체,근로자외가구,97255.0
2021,3,의류 및 신발,100.56,100만원 미만,근로자외가구,33849.0
2021,3,의류 및 신발,100.56,100~200만원 미만,근로자외가구,43639.0
2021,3,의류 및 신발,100.56,200~300만원 미만,근로자외가구,67321.0
2021,3,의류 및 신발,100.56,300~400만원 미만,근로자외가구,102950.0
2021,3,의류 및 신발,100.56,400~500만원 미만,근로자외가구,123569.0
2021,3,의류 및 신발,100.56,500~600만원 미만,근로자외가구,158022.0
2021,3,의류 및 신발,100.56,600만원이상 ~ 700미만,근로자외가구,206722.5
2012,4,주택 수도 전기 및 연료,91.499,전체,전체가구,242739.0
2012,4,주택 수도 전기 및 연료,91.499,100만원 미만,전체가구,155198.0
2012,4,주택 수도 전기 및 연료,91.499,100~200만원 미만,전체가구,217568.0
2012,4,주택 수도 전기 및 연료,91.499,200~300만원 미만,전체가구,236976.0
2012,4,주택 수도 전기 및 연료,91.499,300~400만원 미만,전체가구,253295.0
2012,4,주택 수도 전기 및 연료,91.499,400~500만원 미만,전체가구,265073.0
2012,4,주택 수도 전기 및 연료,91.499,500~600만원 미만,전체가구,270823.0
2012,4,주택 수도 전기 및 연료,91.499,600만원이상 ~ 700미만,전체가구,312390.0
2012,4,주택 수도 전기 및 연료,91.499,전체,근로자가구,249683.0
2012,4,주택 수도 전기 및 연료,91.499,100만원 미만,근로자가구,152442.0
2012,4,주택 수도 전기 및 연료,91.499,100~200만원 미만,근로자가구,204202.0
2012,4,주택 수도 전기 및 연료,91.499,200~300만원 미만,근로자가구,237220.0
2012,4,주택 수도 전기 및 연료,91.499,300~400만원 미만,근로자가구,251152.0
