연도,지출품목별,지출코드,지출목적,소비자물가지수,소득계층,가구형태,가계지출
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,100~200만원 미만,전체가구,269906.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,200~300만원 미만,전체가구,288271.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,300~400만원 미만,전체가구,284921.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,400~500만원 미만,전체가구,294712.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,500~600만원 미만,전체가구,296511.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,600만원이상 ~ 700미만,전체가구,339912.5
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,전체,근로자가구,296169.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,100만원 미만,근로자가구,241273.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,100~200만원 미만,근로자가구,274406.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,200~300만원 미만,근로자가구,291140.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,300~400만원 미만,근로자가구,280034.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,400~500만원 미만,근로자가구,286829.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,500~600만원 미만,근로자가구,298256.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,600만원이상 ~ 700미만,근로자가구,339487.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,전체,근로자외가구,267352.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,100만원 미만,근로자외가구,207481.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,100~200만원 미만,근로자외가구,265745.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,200~300만원 미만,근로자외가구,283913.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,300~400만원 미만,근로자외가구,294295.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,400~500만원 미만,근로자외가구,310348.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,500~600만원 미만,근로자외가구,292966.0
2017,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,97.666,600만원이상 ~ 700미만,근로자외가구,340762.5
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,전체,전체가구,285461.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,100만원 미만,전체가구,230588.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,100~200만원 미만,전체가구,272116.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,200~300만원 미만,전체가구,295677.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,300~400만원 미만,전체가구,280249.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,400~500만원 미만,전체가구,288945.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,500~600만원 미만,전체가구,294371.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,600만원이상 ~ 700미만,전체가구,327754.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,전체,근로자가구,296259.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,100만원 미만,근로자가구,262113.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,100~200만원 미만,근로자가구,290938.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,200~300만원 미만,근로자가구,302917.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,300~400만원 미만,근로자가구,287598.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,400~500만원 미만,근로자가구,284792.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,500~600만원 미만,근로자가구,286583.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,600만원이상 ~ 700미만,근로자가구,317827.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,전체,근로자외가구,271631.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,100만원 미만,근로자외가구,220444.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,100~200만원 미만,근로자외가구,254736.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,200~300만원 미만,근로자외가구,284254.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,300~400만원 미만,근로자외가구,267758.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,400~500만원 미만,근로자외가구,297044.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,500~600만원 미만,근로자외가구,310459.0
2018,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,98.354,600만원이상 ~ 700미만,근로자외가구,350158.5
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,전체,전체가구,276589.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,100만원 미만,전체가구,176810.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,100~200만원 미만,전체가구,237414.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,200~300만원 미만,전체가구,277345.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,300~400만원 미만,전체가구,289611.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,400~500만원 미만,전체가구,287585.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,500~600만원 미만,전체가구,285895.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,600만원이상 ~ 700미만,전체가구,320914.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,전체,근로자가구,284863.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,100만원 미만,근로자가구,154980.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,100~200만원 미만,근로자가구,244348.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,200~300만원 미만,근로자가구,264445.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,300~400만원 미만,근로자가구,267823.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,400~500만원 미만,근로자가구,301470.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,500~600만원 미만,근로자가구,263136.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,600만원이상 ~ 700미만,근로자가구,325160.5
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,전체,근로자외가구,264525.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,100만원 미만,근로자외가구,181033.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,100~200만원 미만,근로자외가구,231985.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,200~300만원 미만,근로자외가구,295114.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,300~400만원 미만,근로자외가구,334384.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,400~500만원 미만,근로자외가구,258610.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,500~600만원 미만,근로자외가구,337958.0
2019,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,99.488,600만원이상 ~ 700미만,근로자외가구,306455.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,전체,전체가구,285822.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,100만원 미만,전체가구,178812.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,100~200만원 미만,전체가구,247707.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,200~300만원 미만,전체가구,275306.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,300~400만원 미만,전체가구,293251.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,400~500만원 미만,전체가구,282518.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,500~600만원 미만,전체가구,321307.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,600만원이상 ~ 700미만,전체가구,328111.5
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,전체,근로자가구,296434.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,100만원 미만,근로자가구,171371.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,100~200만원 미만,근로자가구,242646.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,200~300만원 미만,근로자가구,277719.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,300~400만원 미만,근로자가구,280123.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,400~500만원 미만,근로자가구,279479.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,500~600만원 미만,근로자가구,320264.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,600만원이상 ~ 700미만,근로자가구,327317.5
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,전체,근로자외가구,271185.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,100만원 미만,근로자외가구,179997.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,100~200만원 미만,근로자외가구,250729.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,200~300만원 미만,근로자외가구,271568.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,300~400만원 미만,근로자외가구,315897.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,400~500만원 미만,근로자외가구,288531.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,500~600만원 미만,근로자외가구,323881.0
2020,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,100.0,600만원이상 ~ 700미만,근로자외가구,330648.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,전체,전체가구,298238.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,100만원 미만,전체가구,205311.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,100~200만원 미만,전체가구,238031.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,200~300만원 미만,전체가구,278579.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,300~400만원 미만,전체가구,297282.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,400~500만원 미만,전체가구,284202.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,500~600만원 미만,전체가구,319431.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,600만원이상 ~ 700미만,전체가구,352620.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,전체,근로자가구,307942.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,100만원 미만,근로자가구,194384.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,100~200만원 미만,근로자가구,235027.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,200~300만원 미만,근로자가구,281140.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,300~400만원 미만,근로자가구,286121.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,400~500만원 미만,근로자가구,264486.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,500~600만원 미만,근로자가구,316413.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,600만원이상 ~ 700미만,근로자가구,352946.5
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,전체,근로자외가구,284301.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,100만원 미만,근로자외가구,207158.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,100~200만원 미만,근로자외가구,239818.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,200~300만원 미만,근로자외가구,274904.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,300~400만원 미만,근로자외가구,319043.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,400~500만원 미만,근로자외가구,322877.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,500~600만원 미만,근로자외가구,326140.0
2021,04 주택 수도 전기 및 연료,4,주택 수도 전기 및 연료,101.63,600만원이상 ~ 700미만,근로자외가구,351551.5
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,전체,전체가구,82562.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,100만원 미만,전체가구,30359.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,100~200만원 미만,전체가구,40996.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,200~300만원 미만,전체가구,57033.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,300~400만원 미만,전체가구,83094.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,400~500만원 미만,전체가구,93333.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,500~600만원 미만,전체가구,115876.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,600만원이상 ~ 700미만,전체가구,180687.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,전체,근로자가구,91145.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,100만원 미만,근로자가구,27283.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,100~200만원 미만,근로자가구,37274.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,200~300만원 미만,근로자가구,57995.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,300~400만원 미만,근로자가구,83688.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,400~500만원 미만,근로자가구,93827.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,500~600만원 미만,근로자가구,113850.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,600만원이상 ~ 700미만,근로자가구,178873.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,전체,근로자외가구,70451.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,100만원 미만,근로자외가구,31140.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,100~200만원 미만,근로자외가구,45049.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,200~300만원 미만,근로자외가구,55391.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,300~400만원 미만,근로자외가구,82019.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,400~500만원 미만,근로자외가구,92355.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,500~600만원 미만,근로자외가구,121658.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,600만원이상 ~ 700미만,근로자외가구,185630.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,전체,전체가구,82562.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,100만원 미만,전체가구,30359.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,100~200만원 미만,전체가구,40996.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,200~300만원 미만,전체가구,57033.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,300~400만원 미만,전체가구,83094.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,400~500만원 미만,전체가구,93333.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,500~600만원 미만,전체가구,115876.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,600만원이상 ~ 700미만,전체가구,180687.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,전체,근로자가구,91145.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,100만원 미만,근로자가구,27283.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,100~200만원 미만,근로자가구,37274.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,200~300만원 미만,근로자가구,57995.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,300~400만원 미만,근로자가구,83688.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,400~500만원 미만,근로자가구,93827.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,500~600만원 미만,근로자가구,113850.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,600만원이상 ~ 700미만,근로자가구,178873.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,전체,근로자외가구,70451.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,100만원 미만,근로자외가구,31140.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,100~200만원 미만,근로자외가구,45049.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,200~300만원 미만,근로자외가구,55391.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,300~400만원 미만,근로자외가구,82019.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,400~500만원 미만,근로자외가구,92355.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,500~600만원 미만,근로자외가구,121658.0
2012,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.743,600만원이상 ~ 700미만,근로자외가구,185630.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,전체,전체가구,85858.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,100만원 미만,전체가구,26107.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,100~200만원 미만,전체가구,38893.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,200~300만원 미만,전체가구,60848.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,300~400만원 미만,전체가구,79809.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,400~500만원 미만,전체가구,102563.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,500~600만원 미만,전체가구,122530.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,600만원이상 ~ 700미만,전체가구,184797.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,전체,근로자가구,97403.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,100만원 미만,근로자가구,19723.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,100~200만원 미만,근로자가구,34844.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,200~300만원 미만,근로자가구,58150.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,300~400만원 미만,근로자가구,80311.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,400~500만원 미만,근로자가구,101913.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,500~600만원 미만,근로자가구,121856.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,600만원이상 ~ 700미만,근로자가구,191051.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,전체,근로자외가구,69548.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,100만원 미만,근로자외가구,27540.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,100~200만원 미만,근로자외가구,42929.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,200~300만원 미만,근로자외가구,65380.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,300~400만원 미만,근로자외가구,78931.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,400~500만원 미만,근로자외가구,103924.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,500~600만원 미만,근로자외가구,124445.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,600만원이상 ~ 700미만,근로자외가구,165528.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,전체,전체가구,85858.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,100만원 미만,전체가구,26107.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,100~200만원 미만,전체가구,38893.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,200~300만원 미만,전체가구,60848.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,300~400만원 미만,전체가구,79809.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,400~500만원 미만,전체가구,102563.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,500~600만원 미만,전체가구,122530.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,600만원이상 ~ 700미만,전체가구,184797.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,전체,근로자가구,97403.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,100만원 미만,근로자가구,19723.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,100~200만원 미만,근로자가구,34844.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,200~300만원 미만,근로자가구,58150.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,300~400만원 미만,근로자가구,80311.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,400~500만원 미만,근로자가구,101913.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,500~600만원 미만,근로자가구,121856.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,600만원이상 ~ 700미만,근로자가구,191051.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,전체,근로자외가구,69548.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,100만원 미만,근로자외가구,27540.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,100~200만원 미만,근로자외가구,42929.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,200~300만원 미만,근로자외가구,65380.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,300~400만원 미만,근로자외가구,78931.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,400~500만원 미만,근로자외가구,103924.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,500~600만원 미만,근로자외가구,124445.0
2013,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,88.98,600만원이상 ~ 700미만,근로자외가구,165528.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,전체,전체가구,90116.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,100만원 미만,전체가구,28740.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,100~200만원 미만,전체가구,41926.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,200~300만원 미만,전체가구,58071.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,300~400만원 미만,전체가구,85255.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,400~500만원 미만,전체가구,102673.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,500~600만원 미만,전체가구,123980.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,600만원이상 ~ 700미만,전체가구,195376.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,전체,근로자가구,104495.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,100만원 미만,근로자가구,23485.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,100~200만원 미만,근로자가구,38306.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,200~300만원 미만,근로자가구,57244.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,300~400만원 미만,근로자가구,85366.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,400~500만원 미만,근로자가구,101565.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,500~600만원 미만,근로자가구,129261.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,600만원이상 ~ 700미만,근로자가구,207128.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,전체,근로자외가구,69756.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,100만원 미만,근로자외가구,29945.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,100~200만원 미만,근로자외가구,45381.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,200~300만원 미만,근로자외가구,59480.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,300~400만원 미만,근로자외가구,85066.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,400~500만원 미만,근로자외가구,105111.0
2014,05 가정용품 및 가사 서비스,5,가정용품 및 가사 서비스,90.872,500~600만원 미만,근로자외가구,109418.0
